ID,Fecha,Latitude,Longitude,Establecimiento,Tipo de asentamiento ,Colonia,Vialidad,Número de vialidad (en su caso),Tipo de abastecimiento,Días ,Horarios,Capacidad de la unidad 
377,2023-Julio,25.617715,-100.270741,Defensoria Municipal Zona Sur,Colonia,Condesa,Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
378,2023-Julio,25.760578941687836,-100.36460777421931,Defensoria Municipal Zona Norte,Colonia,Provileón,Netzahualpilli,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
379,2023-Julio,25.6600288,-100.3313338,Clinica de Atención Integral al Autismo,Colonia,Pio X,San José,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
380,2023-Julio,25.580987947186816,-100.24543815767139,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
381,2023-Julio,25.57022241434073,-100.23184488258956,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
382,2023-Julio,25.604163088193154,-100.26993815767136,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
383,2023-Julio,25.750717368307505,-100.4014167,Terreno Calle Cedro y Alamo,Colonia,Real de Cumbres,Cedro,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
384,2023-Julio,25.776748030193126,-100.40463685087046,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
385,2023-Julio,25.644985486403296,-100.31318367208627,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
386,2023-Enero,25.75382243877044,-100.36085244893297,Centro de Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
387,2023-Enero,25.741158636659847,-100.3381042670378,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
388,2023-Enero,25.766171535168326,-100.38001636316038,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
389,2023-Enero,25.76727645211472,-100.36727521852794,Centro para el Desarrollo del Talento,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
390,2023-Enero,25.72508132413851,-100.33581306023501,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Calle Carlos Campacos,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
391,2023-Enero,25.70494909056859,-100.3556544251508,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
392,2023-Enero,25.733042427622237,-100.3813565662574,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
393,2023-Enero,25.591861,-100.245479,Centro de Bienestar Familiar Fomerrey 45,Colonia,Fomerrey 45,Calle Paseo de la Cima,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
394,2023-Enero,25.767053868971175,-100.3672250122736,Centro de Bienestar Familiar Desarrollo de Talentos,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
395,2023-Enero,25.740521651325743,-100.36150504403567,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
396,2023-Enero,25.691325,-100.308678,Defensoria Municipal Zona Centro,Colonia,Treviño,Calle Progreso,400,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
397,2023-Enero,25.617715,-100.270741,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
398,2023-Enero,25.637383486923216,-100.30593354625319,Estancia Infantil Rosario Garza Sada de Zambrano,Colonia,Valle del Mirador,Calle Lamosa,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
399,2023-Enero,25.72955672842921,-100.37314220971966,Defensoria Municipal Zona Poniente,Colonia,Valle Verde,Calle Begonia,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
400,2023-Enero,25.617715,-100.270741,Ciudad del Adulto Mayor,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
401,2023-Enero,25.713969026092354,-100.36887461780417,Casa Club del Adulto Mayor los Altos,Colonia,Los Altos,Calle Jalostitlan,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
402,2023-Enero,25.70494909056859,-100.3556544251508,Ciudad de la Inclusion,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
403,2023-Enero,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
404,2023-Enero,25.57659658374205,-100.26378852883519,Plaza Rincón del Valle,Colonia,Sierra Alta,Av Sierra Alta,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
405,2023-Enero,25.73989797430721,-100.33183655521992,Fomerrey 167,Colonia,1o. De junio,Garza Ayala,1908,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
406,2023-Enero,25.740480667891184,-100.33415565767038,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
407,2023-Enero,25.750707704921904,-100.40140597116482,Terreno Calle Cedro y Alamo,Colonia,REAL DE CUMBRES,CEDRO,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
408,2023-Enero,25.77673353829248,-100.40463685088923,Plaza Santa Rosario,Colonia,ALIANZA,MADEREROS,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
409,2024-Abril,25.740069707359883,-100.34302032644828,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
410,2024-Abril,25.73511379351004,-100.33152897391555,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
411,2024-Abril,25.718641664223934,-100.34674910367468,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
412,2024-Abril,25.591861,-100.245479,Centro de Bienestar Familiar Fomerrey 45,Colonia,Fomerrey 45,Calle Paseo de la Cima,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
413,2024-Abril,25.617715,-100.270741,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
414,2024-Abril,25.766171535168326,-100.38001636316038,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,1000 litros
415,2024-Abril,25.713969026092354,-100.36887461780417,Casa Club del Adulto Mayor los Altos,Colonia,Los Altos,Calle Jalostitlan,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
416,2024-Abril,25.74040251877856,-100.36133756827368,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
417,2024-Abril,25.66545928190965,-100.33952533192732,Oficinas Generales,Colonia,Loma Larga,Loma Redonda,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
418,2024-Abril,25.6536853,-100.3091658,Centro de Bienestar Familiar Colonia Heriberto Jara,Colonia,Independencia,Baja California,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
419,2024-Abril,25.704949251959427,-100.35631547871262,Centro Educativo y de Desarrollo Integral (CEDI),Colonia,Antonio I. Villarreal,Veteranos de la revolucion,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
420,2024-Abril,25.65174637855849,-100.2950556,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
421,2024-Abril,25.62983753202405,-100.30635977360622,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
422,2024-Abril,25.775152814892273,-100.4190915,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
423,2024-Abril,25.740480667891184,-100.33414492883489,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
424,2024-Abril,25.750727031692296,-100.40143815766976,Terreno Calle Cedro y Alamo,Colonia,Real de Cumbres,Cedro,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
425,2024-Abril,25.699364477397527,-100.2656454748523,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
426,2024-Abril,25.74362324944663,-100.37259880368615,Parque Residencial Mision Licoln 2,Colonia,Misión Lincoln,Jaguar,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
427,2024-Abril,25.645028993335842,-100.31318907485354,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
428,2024-Marzo,25.741158636659847,-100.3381042670378,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
429,2024-Marzo,25.76727645211472,-100.36727521852794,Centro para el Desarrollo del Talento,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
430,2024-Marzo,25.718641664223934,-100.34674910367468,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
431,2024-Marzo,25.691238211454028,-100.30858193445506,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
432,2024-Marzo,25.691325,-100.308678,Defensoria Municipal Zona Centro,Colonia,Treviño,Calle Progreso,400,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
433,2024-Marzo,25.617715,-100.270741,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
434,2024-Marzo,25.766171535168326,-100.38001636316038,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,1000 litros
435,2024-Marzo,25.617715,-100.270741,Ciudad del Adulto Mayor,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
436,2024-Marzo,25.703240368431477,-100.33103551401209,Asilo Hogar Nueva Esperanza,Colonia,Garza Nieto,Calle Prolongación,2900,contenedor,"Lunes. Martes, Miércoles, Jueves, Viernes, Sábado y Domingo",8:00 a.m. a 7:59 a.m.,1000 litros
437,2024-Marzo,25.74040251877856,-100.36133756827368,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
438,2024-Marzo,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
439,2024-Marzo,25.6600288,-100.3313338,Clinica de Atención Integral al Autismo,Colonia,Pio X,San José,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
440,2024-Marzo,25.6536853,-100.3091658,Centro de Bienestar Familiar Colonia Heriberto Jara,Colonia,Independencia,Baja California,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
441,2024-Marzo,25.704949251959427,-100.35631547871262,LUDOTECA INFANTIL  BURÓCRATAS MUNICIPALES,Colonia,Burócratas Municipales.,Ave. Alfonso Reyes y 18 de Marzo,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
442,2024-Marzo,25.65174637855849,-100.2950556,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
443,2024-Marzo,25.62983753202405,-100.30635977360622,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
444,2024-Marzo,25.781452855580703,-100.39791807485038,Parque Chimalpopoca,Colonia,Barrio del Parque,Parque Chimalpopoca,135,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
445,2024-Marzo,25.74362324944663,-100.37259880368615,Parque Residencial Mision Licoln 2,Colonia,Misión Lincoln,Jaguar,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
446,2024-Mayo,25.6352203,-100.2990693,Centro de Bienestar Familiar Burócratas municipales,Colonia,Burócratas Municipales,Avenida Alfonso Reyes,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
447,2024-Mayo,25.75382243877044,-100.36085244893297,Centro de Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
448,2024-Mayo,25.766171535168326,-100.38001636316038,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
449,2024-Mayo,25.70494909056859,-100.3556544251508,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
450,2024-Mayo,25.581518086746993,-100.23860501104444,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
451,2024-Mayo,25.760578941687836,-100.36460777421931,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
452,2024-Mayo,25.703240368431477,-100.33103551401209,Asilo Hogar Nueva Esperanza,Colonia,Garza Nieto,Calle Prolongación,2900,contenedor,"Lunes. Martes, Miércoles, Jueves, Viernes, Sábado y Domingo",8:00 a.m. a 7:59 a.m.,1000 litros
453,2024-Mayo,25.74040251877856,-100.36133756827368,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
454,2024-Mayo,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
455,2024-Mayo,25.66545928190965,-100.33952533192732,Oficinas Generales,Colonia,Loma Larga,Loma Redonda,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
456,2024-Mayo,25.6600288,-100.3313338,Clinica de Atención Integral al Autismo,Colonia,Pio X,San José,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
457,2024-Mayo,25.602083467664233,-100.25886109999999,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
458,2024-Mayo,25.581055687223706,-100.2454274288349,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
459,2024-Mayo,25.604182438744143,-100.26993815766976,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
460,2024-Mayo,25.63091786380847,-100.30725064723909,Terreno Calle Mauricio,Colonia,Laderas del Mirador,Mauricio,4428,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
461,2024-Mayo,25.603457687000844,-100.25687182883487,Parque Pedregal de la Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
462,2024-Mayo,25.787171530208884,-100.37652779999998,Intersección Amarinta y Quelonia,Colonia,Fomerrey 24,Amarinta,1826,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
463,2024-Agosto,25.75382243877044,-100.36085244893297,Centro de Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
464,2024-Agosto,25.76727645211472,-100.36727521852794,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
465,2024-Agosto,25.766171535168326,-100.38001636316038,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
466,2024-Agosto,25.70494909056859,-100.3556544251508,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
467,2024-Agosto,25.733042427622237,-100.3813565662574,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
468,2024-Agosto,25.591861,-100.245479,Centro de Bienestar Familiar Fomerrey 45,Colonia,Fomerrey 45,Calle Paseo de la Cima,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
469,2024-Agosto,25.732646349978957,-100.38125183185065,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
470,2024-Agosto,25.691325,-100.308678,Defensoria Municipal Zona Centro,Colonia,Treviño,Calle Progreso,400,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
471,2024-Agosto,25.617715,-100.270741,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
472,2024-Agosto,25.760578941687836,-100.36460777421931,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
473,2024-Agosto,25.703240368431477,-100.33103551401209,Asilo Hogar Nueva Esperanza,Colonia,Garza Nieto,Calle Prolongación,2900,contenedor,"Lunes. Martes, Miércoles, Jueves, Viernes, Sábado y Domingo",8:00 a.m. a 7:59 a.m.,1000 litros
474,2024-Agosto,25.74040251877856,-100.36133756827368,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
475,2024-Agosto,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
476,2024-Agosto,25.704949251959427,-100.35631547871262,Centro Educativo y de Desarrollo Integral (CEDI),Colonia,Antonio I. Villarreal,Veteranos de la revolucion,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
477,2024-Agosto,25.570106278030906,-100.23184488273101,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
478,2024-Agosto,25.65174637855849,-100.2950556,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
479,2024-Agosto,25.63091786380847,-100.30725064723909,Terreno Calle Mauricio,Colonia,Laderas del Mirador,Mauricio,4428,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
480,2024-Agosto,25.740480667891184,-100.33414492883489,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
481,2024-Agosto,25.699364477397527,-100.2656454748523,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
482,2024-Agosto,25.776743138616126,-100.40464763252022,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
483,2024-Agosto,25.645028993335842,-100.31318907485354,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,SN,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
484,2024-Julio,25.76727645211472,-100.36727521852794,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
485,2024-Julio,25.639017498380895,-100.30948000096342,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
486,2024-Julio,25.741158636659847,-100.3381042670378,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
487,2024-Julio,25.740069707359883,-100.34302032644828,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
488,2024-Julio,25.70494909056859,-100.3556544251508,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
489,2024-Julio,25.733042427622237,-100.3813565662574,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
490,2024-Julio,25.581518086746993,-100.23860501104444,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
